Name,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing City,Billing Province,Billing Country,Shipping City,Shipping Province,Shipping Country,Notes,Note Attributes,Cancelled at,Payment Method,Refunded Amount,Vendor,Risk Level,Source,Duties,Billing Province Name,Shipping Province Name
#3857,refunded,09/11/2023 12:39,fulfilled,10/11/2023 12:45,no,CAD,,0,Standard,09/11/2023 12:39,1,Rieker - Z7055-00- Noir - 40 / NOIR,Z7055.00 -0-0-0,true,true,fulfilled,Sainte-Marie,QC,CA,Sainte-Marie,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,183.96,RIEKER,Low,web,,Quebec,Quebec
#3856,refunded,09/11/2023 12:04,fulfilled,10/11/2023 13:05,yes,CAD,,0,Standard,09/11/2023 12:04,1,Remonte - R6590-01- Noir - 42 / NOIR,R6590.01 -0-0-0,true,true,fulfilled,Beloeil,QC,CA,Beloeil,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,218.45,RIEKER,Low,web,,Quebec,Quebec
#3855,paid,08/11/2023 14:59,fulfilled,10/11/2023 13:17,no,CAD,,0,Standard,08/11/2023 14:59,1,Rieker - Z6743-45- Gris - 41 / GRIS,Z6743.45 -0-0-0,true,true,fulfilled,OSHAWA,ON,CA,OSHAWA,ON,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Ontario,Ontario
#3855,,,,,,,,,,08/11/2023 14:59,1,Remonte - R1497-45- Noir - 41 / NOIR,R1497.45 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#3854,paid,07/11/2023 23:19,fulfilled,08/11/2023 14:15,yes,CAD,Bienvenue10,10,Pick up,07/11/2023 23:19,1,Rieker - L59L1-01- Noir - 39 / NOIR,L59L1.01 -0-0-0,true,true,fulfilled,Montréal,QC,CA,,,,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,
#3853,refunded,07/11/2023 17:10,fulfilled,08/11/2023 14:52,yes,CAD,,0,Standard,07/11/2023 17:10,1,Remonte - R0701-03- Noir - 40 / NOIR,R0701.03 -0-0-0,true,true,fulfilled,Chicoutimi,QC,CA,Chicoutimi,QC,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,166.71,RIEKER,Low,web,,Quebec,Quebec
#3852,paid,07/11/2023 17:00,fulfilled,09/11/2023 10:46,yes,CAD,Bienvenue10,10,Standard,07/11/2023 17:00,1,Remonte - D0U76-35- Rouge - 40 / ROUGE,D0U76.35 -0-0-0,true,true,fulfilled,St-Gabriel-de-Brandon,QC,CA,Prévost,QC,CA,C’est un cadeau pour ma fille. À livrer à son adresse.,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3851,paid,07/11/2023 14:46,fulfilled,10/11/2023 15:14,yes,CAD,,0,Pick up,07/11/2023 14:46,1,Rieker - 15116-14- Bleu - 43 / BLEU,15116.14 -0-0-0,true,true,fulfilled,Laval,QC,CA,,,,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,
#3850,paid,06/11/2023 20:00,fulfilled,08/11/2023 13:04,yes,CAD,,0,Standard,06/11/2023 20:00,1,Remonte - D0B76-24- Brun - 39 / BRUN,D0B76.24 -0-0-0,true,true,fulfilled,Notre-Dame-du-Mont-Carmel,QC,CA,Notre-Dame-du-Mont-Carmel,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3849,refunded,06/11/2023 18:35,unfulfilled,,no,CAD,,0,Standard,06/11/2023 18:35,1,Remonte - D0772-01- Noir - 41 / NOIR,D0772.01 -0-0-0,true,true,pending,Egan-Sud,QC,CA,Egan-Sud,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,172.46,RIEKER,Low,web,,Quebec,Quebec
#3848,paid,06/11/2023 16:55,fulfilled,07/11/2023 13:46,no,CAD,,0,Standard,06/11/2023 16:55,1,Remonte - R1402-22- Brun - 40 / BRUN,R1402.22 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3847,paid,06/11/2023 11:59,fulfilled,07/11/2023 11:53,yes,CAD,,0,Standard,06/11/2023 11:59,1,Rieker - 37761-00- Noir - 42 / NOIR,37761.00 -0-0-0,true,true,fulfilled,St-Hyacinthe,QC,CA,Saint-Liboire,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3846,paid,05/11/2023 20:57,fulfilled,07/11/2023 13:07,yes,CAD,,0,Standard,05/11/2023 20:57,1,Rieker - X9084-00- Noir - 37 / NOIR,X9084.00 -0-0-0,true,true,fulfilled,Saint-Lazare,QC,CA,Saint-Lazare,QC,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#3845,paid,05/11/2023 20:12,fulfilled,08/11/2023 12:52,yes,CAD,Bienvenue10,10,Standard,05/11/2023 20:12,1,Rieker - Z4243-68- Mais - 39 / MAIS,Z4243.68 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3844,paid,05/11/2023 17:23,fulfilled,07/11/2023 12:52,yes,CAD,,0,Standard,05/11/2023 17:23,1,Rieker - 41657-00- Noir - 37 / NOIR,41657.00 -0-0-0,true,true,fulfilled,Port-Menier,QC,CA,Notre-Dame-des-Prairies,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3843,paid,05/11/2023 15:30,fulfilled,07/11/2023 11:43,yes,CAD,,0,Standard,05/11/2023 15:30,1,Remonte - D0W72-60- Beige - 39 / BEIGE,D0W72.60 -0-0-0,true,true,fulfilled,Ham Nord,QC,CA,Ham Nord,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3842,paid,05/11/2023 09:16,fulfilled,07/11/2023 11:35,yes,CAD,,0,Standard,05/11/2023 09:16,2,Rieker - 14363-14- Bleu - 44 / BLEU,14363.14 -0-0-0,true,true,fulfilled,Ottawa,ON,CA,Ottawa,ON,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Ontario,Ontario
#3842,,,,,,,,,,05/11/2023 09:16,1,Rieker - 14363-14- Bleu - 45 / BLEU,14363.14 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#3841,paid,05/11/2023 09:05,fulfilled,07/11/2023 15:26,no,CAD,,0,Standard,05/11/2023 09:05,1,Remonte - R1432-14- Bleu - 39 / BLEU,R1432.14 -0-0-0,true,true,fulfilled,Bradford West Gwillimbury,ON,CA,Bradford West Gwillimbury,ON,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Ontario,Ontario
#3840,paid,04/11/2023 21:13,fulfilled,07/11/2023 14:53,yes,CAD,,0,Standard,04/11/2023 21:13,1,Rieker - 30741-00- Noir - 44 / NOIR,30741.00 -0-0-0,true,true,fulfilled,Ville Marie,QC,CA,Ville Marie,QC,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#3839,paid,04/11/2023 16:56,fulfilled,07/11/2023 12:56,yes,CAD,,0,Standard,04/11/2023 16:56,1,Rieker - X8250-00- Noir - 36 / NOIR,X8250.00 -0-0-0,true,true,fulfilled,Laval,QC,CA,Laval,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3838,paid,03/11/2023 18:50,fulfilled,07/11/2023 13:02,yes,CAD,,0,Standard,03/11/2023 18:50,1,Remonte - D8070-01- Noir - 40 / NOIR,D8070.01 -0-0-0,true,true,fulfilled,Joliette,QC,CA,Joliette,QC,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#3838,,,,,,,,,,03/11/2023 18:50,1,Remonte - D8791-02- Noir - 40 / NOIR,D8791.02 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#3837,paid,03/11/2023 16:38,fulfilled,07/11/2023 15:15,yes,CAD,Bienvenue10,10,Standard,03/11/2023 16:38,1,Rieker - N6352-14- Bleu - 36 / BLEU,N6352.14 -0-0-0,true,true,fulfilled,Laval,QC,CA,Laval,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3836,paid,03/11/2023 14:30,fulfilled,07/11/2023 11:25,yes,CAD,,0,Standard,03/11/2023 14:30,1,Rieker - 94732-14- Bleu - 39 / BLEU,94732.14 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3835,paid,03/11/2023 13:01,fulfilled,07/11/2023 11:04,yes,CAD,,0,Standard,03/11/2023 13:01,1,Rieker - L7172-00- Noir - 38 / NOIR,L7172.00 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#3834,paid,03/11/2023 10:58,fulfilled,07/11/2023 10:57,yes,CAD,,0,Standard,03/11/2023 10:58,1,Remonte - R1486-01- Noir - 36 / NOIR,R1486.01 -0-0-0,true,true,fulfilled,GATINEAU,QC,CA,GATINEAU,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3833,paid,03/11/2023 08:39,fulfilled,04/11/2023 17:13,yes,CAD,,0,Standard,03/11/2023 08:39,1,Rieker - X8283-00- Non coloré - 39,X8283.00 -0-0-0,true,true,fulfilled,Montréal-Est,QC,CA,Montréal-Est,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3832,paid,03/11/2023 07:17,fulfilled,07/11/2023 12:48,yes,CAD,,0,Standard,03/11/2023 07:17,1,Rieker - L1791-35- Bordeau - 40 / BORDEAU,L1791.35 -0-0-0,true,true,fulfilled,Donnacona,QC,CA,Donnacona,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3832,,,,,,,,,,03/11/2023 07:17,1,Rieker - L1751-00- Noir - 40 / NOIR,L1751.00 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#3831,paid,02/11/2023 21:16,unfulfilled,,yes,CAD,,0,Pick up,02/11/2023 21:15,1,Remonte - D4473-01- Noir - 41 / NOIR,D4473.01 -0-0-0,true,true,pending,Laval,QC,CA,,,,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,
#3830,paid,02/11/2023 20:47,fulfilled,04/11/2023 17:48,no,CAD,,0,Standard,02/11/2023 20:47,1,Rieker - Z7055-00- Noir - 38 / NOIR,Z7055.00 -0-0-0,true,true,fulfilled,Terrebonne,QC,CA,Terrebonne,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3829,paid,02/11/2023 19:25,fulfilled,03/11/2023 12:01,yes,CAD,,0,Express,02/11/2023 19:25,1,Remonte - D0916-00- Noir - 41 / NOIR,D0916.00 -0-0-0,true,true,fulfilled,Drummondville,QC,CA,Drummondville,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3828,paid,02/11/2023 18:58,fulfilled,04/11/2023 17:31,yes,CAD,,0,Standard,02/11/2023 18:58,1,Remonte - D5825-02- Noir - 38 / NOIR,D5825.02 -0-0-0,true,true,fulfilled,Gascons,QC,CA,Gascons,QC,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#3827,paid,02/11/2023 12:46,fulfilled,07/11/2023 12:45,yes,CAD,,0,Standard,02/11/2023 12:46,1,Rieker - L1759-30- Bordeau - 40 / BORDEAU,L1759.30 -0-0-0,true,true,fulfilled,Saint-Anicet,QC,CA,Saint-Anicet,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3826,paid,02/11/2023 11:46,fulfilled,04/11/2023 17:43,no,CAD,,0,Standard,02/11/2023 11:46,1,Rieker - N3257-14- Bleu - 39 / BLEU,N3257.14 -0-0-0,true,true,fulfilled,Notre-Dame-des-Prairies,QC,CA,Notre-Dame-des-Prairies,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3825,refunded,02/11/2023 08:35,unfulfilled,,yes,CAD,,0,Standard,02/11/2023 08:35,1,Remonte - R1473-35- Bordeaux - 42 / BORDEAUX,R1473.35 -0-0-0,true,true,pending,Sherbrooke,QC,CA,Sherbrooke,QC,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,210.4,RIEKER,Low,web,,Quebec,Quebec
#3825,,,,,,,,,,02/11/2023 08:35,1,Remonte - D0900-33- Rouge - 42 / ROUGE,D0900.33 -0-0-0,true,true,pending,,,,,,,,,,,,RIEKER,,,,,
#3824,paid,01/11/2023 22:27,fulfilled,04/11/2023 16:40,yes,CAD,,0,Standard,01/11/2023 22:27,1,Rieker - 48700-00- Noir - 39 / NOIR,48700.00 -0-0-0,true,true,fulfilled,Chicoutimi,QC,CA,Chicoutimi,QC,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#3824,,,,,,,,,,01/11/2023 22:27,1,Rieker - 73512-30- Violet - 39 / VIOLET,73512.30 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#3823,paid,01/11/2023 19:36,fulfilled,07/11/2023 10:53,yes,CAD,,0,Standard,01/11/2023 19:36,1,Remonte - R8483-01- Noir - 39 / NOIR,R8483.01 -0-0-0,true,true,fulfilled,Côte Saint-Luc,QC,CA,Côte Saint-Luc,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3822,paid,01/11/2023 10:45,fulfilled,04/11/2023 17:51,yes,CAD,,0,Standard,01/11/2023 10:45,1,Jak - JAK-259- Multi - MULTI,JAK.259 MULTI -0-0-0,true,true,fulfilled,Saint-Raymond,QC,CA,Saint-Raymond,QC,CA,Laisser à la porte même si absente.,,,Shopify Payments,0,JAKS,Low,web,,Quebec,Quebec
#3822,,,,,,,,,,01/11/2023 10:45,1,Rieker - 79643-45- Gris - 37 / GRIS,79643.45 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#3821,paid,01/11/2023 09:42,fulfilled,04/11/2023 17:53,yes,CAD,,0,Standard,01/11/2023 09:42,1,Remonte - R0770-01- Noir - 39 / NOIR,R0770.01 -0-0-0,true,true,fulfilled,Sainte-Victoire-de-Sorel,QC,CA,Sainte-Victoire-de-Sorel,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3820,paid,01/11/2023 08:23,fulfilled,04/11/2023 17:20,no,CAD,,0,Standard,01/11/2023 08:23,1,Rieker - F8301-24- Brun - 42 / BRUN,F8301.24 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3819,paid,31/10/2023 20:36,fulfilled,04/11/2023 17:26,yes,CAD,Bienvenue10,10,Standard,31/10/2023 20:36,1,Remonte - D0T71-01- Noir - 39 / NOIR,D0T71.01 -0-0-0,true,true,fulfilled,Paspébiac,QC,CA,Paspébiac,QC,CA,,,,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#3818,paid,31/10/2023 20:35,fulfilled,04/11/2023 17:34,yes,CAD,,0,Standard,31/10/2023 20:35,1,Rieker - W0501-00- Noir - 38 / NOIR,W0501.00 -0-0-0,true,true,fulfilled,Longueuil,QC,CA,Longueuil,QC,CA,,,,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#3817,refunded,31/10/2023 20:15,unfulfilled,,yes,CAD,Bienvenue10,10,Standard,31/10/2023 20:15,1,Rieker - 94732-00- Noir - 42 / NOIR,94732.00 -0-0-0,true,true,pending,la redemption,QC,CA,la redemption,QC,CA,,,,PayPal Express Checkout,195.46,RIEKER,Low,web,,Quebec,Quebec
#3816,paid,31/10/2023 18:09,fulfilled,08/11/2023 16:21,yes,CAD,,0,Standard,31/10/2023 18:09,1,Rieker - 41904-00- Noir - 37 / NOIR,41904.00 -0-0-0,true,true,fulfilled,Charlemagne ,QC,CA,Charlemagne,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3815,partially_refunded,31/10/2023 17:39,fulfilled,03/11/2023 11:55,yes,CAD,,0,Express,31/10/2023 17:39,1,Remonte - D0C70-14- Bleu - 36 / BLEU,D0C70.14 -0-0-0,true,true,fulfilled,Saint-Leolin,NB,CA,Saint-Leolin,NB,CA,,,,PayPal Express Checkout,127.08,RIEKER,Low,web,,New Brunswick,New Brunswick
#3814,paid,31/10/2023 16:55,fulfilled,01/11/2023 10:59,yes,CAD,,0,Express,31/10/2023 16:55,1,Rieker - 41904-00- Noir - 39 / NOIR,41904.00 -0-0-0,true,true,fulfilled,Lévis,QC,CA,Lévis,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3813,paid,31/10/2023 16:32,fulfilled,08/11/2023 13:00,yes,CAD,,0,Standard,31/10/2023 16:32,1,Remonte - R1467-14- Bleu - 40 / BLEU,R1467.14 -0-0-0,true,true,fulfilled,Beaconsfield,QC,CA,Beaconsfield,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3812,paid,31/10/2023 12:12,fulfilled,02/11/2023 17:30,yes,CAD,Bienvenue10,10,Standard,31/10/2023 12:12,1,Remonte - D0T71-01- Noir - 38 / NOIR,D0T71.01 -0-0-0,true,true,fulfilled,Paspébiac,QC,CA,Paspébiac,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3811,paid,31/10/2023 10:08,fulfilled,04/11/2023 16:43,yes,CAD,,0,Standard,31/10/2023 10:08,1,Rieker - 53799-14- Marine - 39 / MARINE,53799.14 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,,,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#3810,partially_refunded,31/10/2023 06:49,fulfilled,04/11/2023 17:17,yes,CAD,,0,Standard,31/10/2023 06:49,1,Rieker - X8820-01- Gris - 39 / GRIS,X8820.01 -0-0-0,true,true,fulfilled,Salaberry-de-Valleyfield,QC,CA,Salaberry-de-Valleyfield,QC,CA,,,,Shopify Payments,160.97,RIEKER,Low,web,,Quebec,Quebec
#3810,,,,,,,,,,31/10/2023 06:49,1,Rieker - M6616-00- Noir - 39 / NOIR,M6616.00 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#3809,paid,30/10/2023 21:03,fulfilled,04/11/2023 17:10,yes,CAD,,0,Standard,30/10/2023 21:03,1,Remonte - D0E71-24- Brun - 38 / BRUN,D0E71.24 -0-0-0,true,true,fulfilled,Anjou,QC,CA,Anjou,QC,CA,,,,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#3808,paid,30/10/2023 17:06,fulfilled,04/11/2023 17:36,yes,CAD,,0,Standard,30/10/2023 17:06,1,Remonte - R1473-35- Bordeaux - 38 / BORDEAUX,R1473.35 -0-0-0,true,true,fulfilled,Longueuil,QC,CA,Longueuil,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3807,paid,30/10/2023 16:53,fulfilled,31/10/2023 12:09,yes,CAD,,0,Express,30/10/2023 16:53,1,Remonte - D8874-35- Bordeaux - 37 / BORDEAUX,D8874.35 -0-0-0,true,true,fulfilled,Lacombe,AB,CA,Lacombe,AB,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Alberta,Alberta
#3806,paid,30/10/2023 15:11,fulfilled,02/11/2023 16:56,yes,CAD,,0,Standard,30/10/2023 15:11,1,Rieker - 79601-00- Noir - 39 / NOIR,79601.00 -0-0-0,true,true,fulfilled,Chicoutimi,QC,CA,Chicoutimi,QC,CA,,,,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#3805,paid,30/10/2023 13:52,fulfilled,04/11/2023 17:38,yes,CAD,,0,Standard,30/10/2023 13:52,1,Remonte - R7627-40- Multi - 39 / MULTI,R7627.40 -0-0-0,true,true,fulfilled,Magog,QC,CA,Magog,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3805,,,,,,,,,,30/10/2023 13:52,1,Remonte - R7627-93- Multi - 39 / MULTI,R7627.93 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#3805,,,,,,,,,,30/10/2023 13:52,1,Rieker - 413G4-14- Bleu - 39 / BLEU,413G4.14 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#3804,paid,29/10/2023 17:06,fulfilled,04/11/2023 16:49,yes,CAD,,0,Standard,29/10/2023 17:06,1,Remonte - D0B71-01- Noir - 41 / NOIR,D0B71.01 -0-0-0,true,true,fulfilled,Rimouski,QC,CA,Rimouski,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3803,paid,29/10/2023 16:11,fulfilled,04/11/2023 14:56,yes,CAD,,0,Standard,29/10/2023 16:11,1,Rieker - Z4230-40- Gris - 37 / GRIS,Z4230.40 -0-0-0,true,true,fulfilled,Laval,QC,CA,Laval,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3803,,,,,,,,,,29/10/2023 16:11,1,Rieker - N42P6-14- Marine - 37 / MARINE,N42P6.14 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#3803,,,,,,,,,,29/10/2023 16:11,1,Remonte - R3403-60- Multi - 37 / MULTI,R3403.60 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#3802,paid,29/10/2023 15:16,fulfilled,02/11/2023 14:44,yes,CAD,,0,Standard,29/10/2023 15:16,1,Remonte - R0773-04- Noir - 39 / NOIR,R0773.04 -0-0-0,true,true,fulfilled,Lachute,QC,CA,Lachute,QC,CA,,,,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#3801,refunded,29/10/2023 15:12,unfulfilled,,yes,CAD,,0,Standard,29/10/2023 15:12,1,Remonte - D0T71-60- Multi - 39 / MULTI,D0T71.60 -0-0-0,true,true,pending,Lanoraie,QC,CA,Lanoraie,QC,CA,,,,Shopify Payments,166.71,RIEKER,Low,web,,Quebec,Quebec
#3800,refunded,29/10/2023 12:56,fulfilled,01/11/2023 15:04,no,CAD,,0,Standard,29/10/2023 12:56,1,Remonte - R1484-02- Noir - 38 / NOIR,R1484.02 -0-0-0,true,true,fulfilled,Victoriaville,QC,CA,Victoriaville,QC,CA,,,,Shopify Payments,178.21,RIEKER,Low,web,,Quebec,Quebec
#3799,paid,29/10/2023 12:08,fulfilled,02/11/2023 16:01,yes,CAD,Bienvenue10,10,Standard,29/10/2023 12:08,1,Rieker - Y7113-00- Noir - 37 / NOIR,Y7113.00 -0-0-0,true,true,fulfilled,Sainte-Hélène-de-Kamouraska,QC,CA,Sainte-Hélène-de-Kamouraska,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3798,refunded,28/10/2023 16:31,unfulfilled,,yes,CAD,,0,Pick up,28/10/2023 16:31,1,Rieker - 38425-25- Brun - 44 / BRUN,38425.25 -0-0-0,true,true,pending,MONTRÉAL,QC,CA,,,,,,,Shopify Payments,183.96,RIEKER,Low,web,,Quebec,
#3797,refunded,27/10/2023 20:54,unfulfilled,,yes,CAD,,0,Standard,27/10/2023 20:54,1,Remonte - R1473-01- Noir - 38 / NOIR,R1473.01 -0-0-0,true,true,pending,Sherbrooke,QC,CA,Sherbrooke,QC,CA,,,,Shopify Payments,127.06,RIEKER,Low,web,,Quebec,Quebec
#3796,paid,27/10/2023 16:43,fulfilled,02/11/2023 15:33,yes,CAD,,0,Standard,27/10/2023 16:43,1,Remonte - R3257-91- Multi - 38 / MULTI,R3257.91 -0-0-0,true,true,fulfilled,Sherbrooke,QC,CA,Sherbrooke,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3796,,,,,,,,,,27/10/2023 16:43,1,Remonte - D2065-12- Bleu - 38 / BLEU,D2065.12 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#3795,paid,27/10/2023 15:59,fulfilled,31/10/2023 14:35,yes,CAD,,0,Standard,27/10/2023 15:59,1,Remonte - R7570-02- Noir - 36 / NOIR,R7570.02 -0-0-0,true,true,fulfilled,LaPrairie,QC,CA,LaPrairie,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3794,refunded,27/10/2023 15:27,fulfilled,31/10/2023 12:39,no,CAD,,0,Standard,27/10/2023 15:27,1,Rieker - W0761-00- Noir - 39 / NOIR,W0761.00 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,,,Shopify Payments,183.96,RIEKER,Low,web,,Quebec,Quebec
#3793,paid,27/10/2023 13:31,fulfilled,31/10/2023 15:44,no,CAD,,0,Standard,27/10/2023 13:31,1,Remonte - D0E73-00- Noir - 38 / NOIR,D0E73.00 -0-0-0,true,true,fulfilled,Bécancour,QC,CA,Bécancour,QC,CA,,,,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#3792,partially_refunded,27/10/2023 12:50,fulfilled,02/11/2023 17:04,yes,CAD,,0,Standard,27/10/2023 12:50,1,Rieker - L59L1-01- Noir - 39 / NOIR,L59L1.01 -0-0-0,true,true,fulfilled,Cacouna,QC,CA,Lac-Mégantic,QC,CA,Ne pas mettre de facture dans le paquet c'est un cadeau. ,,,Shopify Payments,119.57,RIEKER,Low,web,,Quebec,Quebec
#3791,paid,27/10/2023 10:18,fulfilled,02/11/2023 16:46,yes,CAD,,0,Standard,27/10/2023 10:18,1,Remonte - R6770-35- Rouge - 38 / ROUGE,R6770.35 -0-0-0,true,true,fulfilled,Saint-Zotique,QC,CA,Saint-Zotique,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#3790,refunded,26/10/2023 17:46,unfulfilled,,yes,CAD,,0,Standard,26/10/2023 17:46,1,Rieker - Z4755-00- Noir - 38 / NOIR,Z4755.00 -0-0-0,true,true,pending,Fermont,QC,CA,Fermont,QC,CA,,,,PayPal Express Checkout,178.21,RIEKER,Low,web,,Quebec,Quebec
#3789,paid,26/10/2023 15:09,fulfilled,27/10/2023 17:28,yes,CAD,Bienvenue10,10,Standard,26/10/2023 15:09,1,Rieker - F5463-00- Noir - 45 / NOIR,F5463.00 -0-0-0,true,true,fulfilled,Repentigny,QC,CA,Repentigny,QC,CA,,,,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
